adminCode	date	cases	epiWeek	year	population	evi_0avg	temperature_0avg	precip_0avg	adminName	region	geozone
NG035	2015-01-05	0	1	2015	2780151	0.326956624919721	31.3376184960005	0.147452399125933	Taraba	north	North East
NG036	2015-01-05	0	1	2015	3070456.5	0.199658449641562	35.1449720678299	0.00106807224007188	Yobe	north	North East
NG037	2015-01-05	0	1	2015	4147318	0.244847483376308	34.1415546371815	0.00190497765297294	Zamfara	north	North West
NG001	2015-01-12	0	2	2015	3619002.5	0.399658319665188	28.8393721426722	1.45352095369052	Abia	south	South East
NG002	2015-01-12	0	2	2015	4206017	0.259831133131495	34.610766856197	0.00818302988851477	Adamawa	north	North East
NG003	2015-01-12	0	2	2015	5073303.5	0.368545712294302	27.5817993873945	2.62933785535716	Akwa Ibom	south	South South
NG004	2015-01-12	0	2	2015	5168095	0.296023730689385	29.7797516849256	0.476385909047557	Anambra	south	South East
NG005	2015-01-12	0	2	2015	6017208	0.231026307715349	33.5746345175298	0.00618962333272668	Bauchi	north	North East
NG006	2015-01-12	0	2	2015	2130557.75	0.332797345705213	26.7448432289178	3.16578328690466	Bayelsa	south	South South
NG007	2015-01-12	0	2	2015	5398249	0.314185297126364	31.4086033061185	0.153794104260751	Benue	north	North Central
NG008	2015-01-12	0	2	2015	5518566	0.205817124783318	35.2510831606508	0.00110835936986838	Borno	north	North East
NG009	2015-01-12	0	2	2015	3442871.75	0.404803276828931	27.7083562921091	1.39668025107144	Cross River	south	South South
NG010	2015-01-12	0	2	2015	5253941	0.341508903046098	28.3693613001129	1.3216651172901	Delta	south	South South
NG011	2015-01-12	0	2	2015	2786724.25	0.338136661777239	30.5528787228215	0.470755952261924	Ebonyi	south	South East
NG012	2015-01-12	0	2	2015	4184341.5	0.412626338103561	29.6062867672311	0.564824443546867	Edo	south	South South
NG013	2015-01-12	0	2	2015	3127244	0.415773106832849	28.8010566632815	0.3509693654762	Ekiti	south	South West
NG014	2015-01-12	0	2	2015	4063100.25	0.344427180835868	29.9415369656733	0.324945011597437	Enugu	south	South East
NG015	2015-01-12	0	2	2015	3041473.75	0.317815660584862	32.7427627061207	0.0264652261639585	Federal Capital Territory	north	North Central
NG016	2015-01-12	0	2	2015	2913124	0.236220665765609	34.6372878461221	0.00358083393814097	Gombe	north	North East
NG017	2015-01-12	0	2	2015	5075200	0.389661425862115	29.0059923450619	0.92306316559516	Imo	south	South East
NG018	2015-01-12	0	2	2015	5275100.5	0.220257222931842	32.8763979921024	0.000950800565341092	Jigawa	north	North West
NG019	2015-01-12	0	2	2015	7864544.5	0.264909199665038	32.6804456534718	0.00661272597499232	Kaduna	north	North West
NG020	2015-01-12	0	2	2015	12285489	0.217927696430578	32.3682746800475	0.00165527791511519	Kano	north	North West
NG021	2015-01-12	0	2	2015	7379215	0.211834847106041	32.7061245819827	0.000396630431865112	Katsina	north	North West
NG022	2015-01-12	0	2	2015	4042022.25	0.229375847821406	34.2805264274295	0.00122814975678838	Kebbi	north	North West
NG023	2015-01-12	0	2	2015	4003104	0.329769142880407	30.4031004218584	0.14896600837841	Kogi	north	North Central
NG024	2015-01-12	0	2	2015	2938564.5	0.301056012044235	32.2712113541558	0.0900299459548455	Kwara	north	North Central
NG025	2015-01-12	0	2	2015	11257730	0.3351960491491	28.2760984936319	0.968465336428664	Lagos	south	South West
NG026	2015-01-12	0	2	2015	2379615	0.303202785326221	33.3020419670386	0.0432692908028782	Nasarawa	north	North Central
NG027	2015-01-12	0	2	2015	5263553.5	0.278257575503643	33.866869820657	0.0103903572169329	Niger	north	North Central
NG028	2015-01-12	0	2	2015	5424620.5	0.407937272081874	29.6524434532672	0.706684064486695	Ogun	south	South West
NG029	2015-01-12	0	2	2015	4476386.5	0.425181316082909	28.8090668907892	0.624709475119051	Ondo	south	South West
NG030	2015-01-12	0	2	2015	4276987.5	0.435777313930367	28.5383584775695	0.528166176547563	Osun	south	South West
NG031	2015-01-12	0	2	2015	7242129.5	0.344117696054448	31.2792619690878	0.2590452872619	Oyo	south	South West
NG032	2015-01-12	0	2	2015	4009225	0.257267104356004	33.7506436303412	0.0142975200991279	Plateau	north	North Central
NG033	2015-01-12	0	2	2015	6878192.5	0.304470359042246	27.5933826742321	2.63260010273811	Rivers	south	South South
NG034	2015-01-12	0	2	2015	4848547	0.197359140617003	33.842986224147	0.000102735090404479	Sokoto	north	North West
NG035	2015-01-12	0	2	2015	2780151	0.309882798377899	31.4321500129982	0.068316541459828	Taraba	north	North East
NG036	2015-01-12	0	2	2015	3070456.5	0.19279292801686	34.248259775535	0.000333906287690923	Yobe	north	North East
NG037	2015-01-12	0	2	2015	4147318	0.231717739969263	33.7490173732007	0.000598486970705489	Zamfara	north	North West
NG001	2015-01-19	0	3	2015	3619002.5	0.380919084652706	28.8939968728631	1.00920785785718	Abia	south	South East
NG002	2015-01-19	0	3	2015	4206017	0.245896838740917	34.4096799814229	0.00320500690201787	Adamawa	north	North East
NG003	2015-01-19	0	3	2015	5073303.5	0.358186435926218	27.5386821493107	1.83319938714287	Akwa Ibom	south	South South
NG004	2015-01-19	0	3	2015	5168095	0.289680350046785	29.8321854351224	0.321986845357081	Anambra	south	South East
NG005	2015-01-19	0	3	2015	6017208	0.220774614319184	33.1264425439615	0.00295540202320287	Bauchi	north	North East
NG006	2015-01-19	0	3	2015	2130557.75	0.324676677823949	26.5698003003359	2.26636225416656	Bayelsa	south	South South
NG007	2015-01-19	0	3	2015	5398249	0.296410230957638	31.6414935923511	0.116962488189322	Benue	north	North Central
NG008	2015-01-19	0	3	2015	5518566	0.198135803826506	34.6565745642692	8.54584174874299e-05	Borno	north	North East
NG009	2015-01-19	0	3	2015	3442871.75	0.393151962619761	27.7983440072643	0.923547933928587	Cross River	south	South South
NG010	2015-01-19	0	3	2015	5253941	0.330395904056584	28.374786589668	0.964365800028191	Delta	south	South South
NG011	2015-01-19	0	3	2015	2786724.25	0.323393734616354	30.7099565812492	0.309028634166686	Ebonyi	south	South East
NG012	2015-01-19	0	3	2015	4184341.5	0.396352070158382	29.6835708976375	0.42119593774538	Edo	south	South South
NG013	2015-01-19	0	3	2015	3127244	0.397994211802154	28.878561875528	0.259058636309534	Ekiti	south	South West
NG014	2015-01-19	0	3	2015	4063100.25	0.327180266642672	30.101319025275	0.225276105049818	Enugu	south	South East
NG015	2015-01-19	0	3	2015	3041473.75	0.296408019484691	32.8786767762681	0.0139695264897237	Federal Capital Territory	north	North Central
NG016	2015-01-19	0	3	2015	2913124	0.224870707616656	34.2112953278571	0.000815246254128467	Gombe	north	North East
NG017	2015-01-19	0	3	2015	5075200	0.374414738432362	29.0188309476845	0.633238626190399	Imo	south	South East
NG018	2015-01-19	0	3	2015	5275100.5	0.212495266933541	32.1796858267288	0.00032832994144614	Jigawa	north	North West
NG019	2015-01-19	0	3	2015	7864544.5	0.250001651360764	32.6695195891907	0.00398110418927804	Kaduna	north	North West
NG020	2015-01-19	0	3	2015	12285489	0.207628940902378	31.7771558647636	0.000904853789936741	Kano	north	North West
NG021	2015-01-19	0	3	2015	7379215	0.202471589020116	32.0520887032675	0.000339295185132136	Katsina	north	North West
NG022	2015-01-19	0	3	2015	4042022.25	0.218800885213954	33.9511685830857	0.000843464280386864	Kebbi	north	North West
NG023	2015-01-19	0	3	2015	4003104	0.314716911604204	30.520637100622	0.118861893973648	Kogi	north	North Central
NG024	2015-01-19	0	3	2015	2938564.5	0.284049349774236	32.3780027949014	0.0709161448834169	Kwara	north	North Central
NG025	2015-01-19	0	3	2015	11257730	0.324994725729868	28.2655114074647	0.67435042261914	Lagos	south	South West
NG026	2015-01-19	0	3	2015	2379615	0.284534123770144	33.4931503426732	0.0275924372314496	Nasarawa	north	North Central
NG027	2015-01-19	0	3	2015	5263553.5	0.261211972239154	33.8845458214774	0.00772125116182692	Niger	north	North Central
NG028	2015-01-19	0	3	2015	5424620.5	0.390226599724413	29.8212365145532	0.482161864296926	Ogun	south	South West
NG029	2015-01-19	0	3	2015	4476386.5	0.411015834178286	28.8258632968577	0.438409221428575	Ondo	south	South West
NG030	2015-01-19	0	3	2015	4276987.5	0.417530502721613	28.566423076192	0.33655108273804	Osun	south	South West
NG031	2015-01-19	0	3	2015	7242129.5	0.324397054959149	31.4670011296213	0.18018083773809	Oyo	south	South West
NG032	2015-01-19	0	3	2015	4009225	0.243978562418496	33.742819982536	0.00777648902769929	Plateau	north	North Central
NG033	2015-01-19	0	3	2015	6878192.5	0.292479841475178	27.4802085949489	1.86904588559526	Rivers	south	South South
NG034	2015-01-19	0	3	2015	4848547	0.190772889162146	33.2006148455744	7.57244450007889e-05	Sokoto	north	North West
NG035	2015-01-19	0	3	2015	2780151	0.293110008317081	31.5520489289599	0.0389919032647014	Taraba	north	North East
NG036	2015-01-19	0	3	2015	3070456.5	0.18682967946437	33.4906812281105	8.22549396047326e-05	Yobe	north	North East
NG037	2015-01-19	0	3	2015	4147318	0.219842605285533	33.3848968487394	0.000220435212028185	Zamfara	north	North West
NG001	2015-01-26	0	4	2015	3619002.5	0.362247561256261	28.969013064002	0.634359059880994	Abia	south	South East
NG002	2015-01-26	0	4	2015	4206017	0.23377972755464	34.3562145412551	0.00367004225916072	Adamawa	north	North East
NG003	2015-01-26	0	4	2015	5073303.5	0.347060656043248	27.5367674611052	1.1473103182143	Akwa Ibom	south	South South
NG004	2015-01-26	0	4	2015	5168095	0.281093944728754	29.898165630317	0.262342432261843	Anambra	south	South East
NG005	2015-01-26	1	4	2015	6017208	0.211958664182876	32.8465812634498	0.00209963849160942	Bauchi	north	North East
NG006	2015-01-26	0	4	2015	2130557.75	0.316424093147522	26.4768035862683	1.65180788357132	Bayelsa	south	South South
NG007	2015-01-26	0	4	2015	5398249	0.278863814144038	31.9219786961652	0.102248587832179	Benue	north	North Central
NG008	2015-01-26	0	4	2015	5518566	0.191859658236932	34.2260564119447	7.8406846062668e-05	Borno	north	North East
NG009	2015-01-26	0	4	2015	3442871.75	0.380475722595686	27.9362432235051	0.553103204880968	Cross River	south	South South
NG010	2015-01-26	0	4	2015	5253941	0.317928072699779	28.4243371723141	0.735030929369641	Delta	south	South South
NG011	2015-01-26	0	4	2015	2786724.25	0.307446964108022	30.8875909251831	0.228771981309543	Ebonyi	south	South East
NG012	2015-01-26	0	4	2015	4184341.5	0.378145566308073	29.8224953070951	0.34992523099706	Edo	south	South South
NG013	2015-01-26	0	4	2015	3127244	0.379220677630592	28.9673822644568	0.231906764880962	Ekiti	south	South West
NG014	2015-01-26	0	4	2015	4063100.25	0.310414896737113	30.2920196479541	0.188889700714219	Enugu	south	South East
NG015	2015-01-26	0	4	2015	3041473.75	0.276241611463457	33.0848699218133	0.0163642978636525	Federal Capital Territory	north	North Central
NG016	2015-01-26	0	4	2015	2913124	0.215173170637633	33.9838183569644	0.000763844468414181	Gombe	north	North East
NG017	2015-01-26	0	4	2015	5075200	0.358331606690674	29.0373653724205	0.448499831190399	Imo	south	South East
NG018	2015-01-26	0	4	2015	5275100.5	0.205721310942901	31.694962702175	0.000221105615820188	Jigawa	north	North West
NG019	2015-01-26	0	4	2015	7864544.5	0.236954892820887	32.668230765813	0.00434053381556673	Kaduna	north	North West
NG020	2015-01-26	0	4	2015	12285489	0.198975465838476	31.3464242960045	0.000791094194594003	Kano	north	North West
NG021	2015-01-26	0	4	2015	7379215	0.194482440021183	31.5153322476771	0.000350687294354828	Katsina	north	North West
NG022	2015-01-26	0	4	2015	4042022.25	0.209507086426177	33.6338364952276	0.000781810351815435	Kebbi	north	North West
NG023	2015-01-26	0	4	2015	4003104	0.298964344731025	30.6945420096919	0.112794665164124	Kogi	north	North Central
NG024	2015-01-26	0	4	2015	2938564.5	0.267945514975671	32.4640381072384	0.0660503266691312	Kwara	north	North Central
NG025	2015-01-26	0	4	2015	11257730	0.314905387381021	28.2679928737723	0.542224133214378	Lagos	south	South West
NG026	2015-01-26	0	4	2015	2379615	0.266927275082657	33.7146642606814	0.0235932506838306	Nasarawa	north	North Central
NG027	2015-01-26	0	4	2015	5263553.5	0.245732537760182	33.8937718816231	0.00917982183839644	Niger	north	North Central
NG028	2015-01-26	0	4	2015	5424620.5	0.370726641596785	29.9731475067481	0.409174850011212	Ogun	south	South West
NG029	2015-01-26	1	4	2015	4476386.5	0.395314355146556	28.9315740016858	0.345503315000003	Ondo	south	South West
NG030	2015-01-26	0	4	2015	4276987.5	0.398124929018241	28.6426339303983	0.260356348095183	Osun	south	South West
NG031	2015-01-26	0	4	2015	7242129.5	0.305267493378435	31.605295095183	0.153614992023805	Oyo	south	South West
NG032	2015-01-26	0	4	2015	4009225	0.232102295037725	33.8181053321155	0.00777794534062226	Plateau	north	North Central
NG033	2015-01-26	0	4	2015	6878192.5	0.280048934312129	27.4332767621569	1.32277573511907	Rivers	south	South South
NG034	2015-01-26	0	4	2015	4848547	0.185001677235026	32.6469811531498	7.28067922029186e-05	Sokoto	north	North West
NG035	2015-01-26	0	4	2015	2780151	0.277098615818734	31.7406844469536	0.02884986183613	Taraba	north	North East
NG036	2015-01-26	0	4	2015	3070456.5	0.181812170649924	32.9152222258516	8.08678638736731e-05	Yobe	north	North East
NG037	2015-01-26	0	4	2015	4147318	0.209603595199397	33.049765577397	0.000221431755532947	Zamfara	north	North West
NG001	2015-02-02	0	5	2015	3619002.5	0.344255088750408	28.9154176002785	0.532692137619089	Abia	south	South East
NG002	2015-02-02	0	5	2015	4206017	0.223150080285377	34.1564489632022	0.00461885587217068	Adamawa	north	North East
NG003	2015-02-02	0	5	2015	5073303.5	0.335607519190443	27.4933887472402	0.845101251666679	Akwa Ibom	south	South South
NG004	2015-02-02	0	5	2015	5168095	0.271149839145379	29.8549454003454	0.276384547976128	Anambra	south	South East
NG005	2015-02-02	0	5	2015	6017208	0.204276256276294	32.454565431241	0.00330669910231537	Bauchi	north	North East
NG006	2015-02-02	0	5	2015	2130557.75	0.30836868245014	26.3139092084325	1.32697540607132	Bayelsa	south	South South
NG007	2015-02-02	0	5	2015	5398249	0.262015526790709	32.0383195848685	0.111608163928537	Benue	north	North Central
NG008	2015-02-02	0	5	2015	5518566	0.186616596096353	33.7716084211368	0.000132946367401383	Borno	north	North East
NG009	2015-02-02	0	5	2015	3442871.75	0.367233853754833	28.0046739712582	0.416671570238111	Cross River	south	South South
NG010	2015-02-02	0	5	2015	5253941	0.30486905592763	28.3921170051935	0.653942405202974	Delta	south	South South
NG011	2015-02-02	0	5	2015	2786724.25	0.291279140891086	30.8883976839438	0.236753179642876	Ebonyi	south	South East
NG012	2015-02-02	0	5	2015	4184341.5	0.359131167650878	29.8744720981898	0.344366004211346	Edo	south	South South
NG013	2015-02-02	0	5	2015	3127244	0.360080310263668	28.972220342843	0.246172614285724	Ekiti	south	South West
NG014	2015-02-02	0	5	2015	4063100.25	0.294583356883055	30.2817248468478	0.196519160833267	Enugu	south	South East
NG015	2015-02-02	0	5	2015	3041473.75	0.257516651157929	33.1563686759835	0.0247446305952271	Federal Capital Territory	north	North Central
NG016	2015-02-02	0	5	2015	2913124	0.206793521572628	33.5484430820465	0.00149901863508085	Gombe	north	North East
NG017	2015-02-02	0	5	2015	5075200	0.342345994523982	28.9806092351983	0.44729779511897	Imo	south	South East
NG018	2015-02-02	0	5	2015	5275100.5	0.199747122736305	31.0978362995204	0.000406836556251616	Jigawa	north	North West
NG019	2015-02-02	0	5	2015	7864544.5	0.22556289915482	32.5419652048632	0.00770714256117899	Kaduna	north	North West
NG020	2015-02-02	0	5	2015	12285489	0.19155811318941	30.792414536319	0.00162354967078448	Kano	north	North West
NG021	2015-02-02	0	5	2015	7379215	0.187528433547288	30.9147406469228	0.000563486835305899	Katsina	north	North West
NG022	2015-02-02	0	5	2015	4042022.25	0.201271418965754	33.271249414505	0.000949722018502393	Kebbi	north	North West
NG023	2015-02-02	0	5	2015	4003104	0.283270706813801	30.7662343290073	0.124167365668443	Kogi	north	North Central
NG024	2015-02-02	0	5	2015	2938564.5	0.252808888929795	32.4689400278441	0.0773958992881788	Kwara	north	North Central
NG025	2015-02-02	0	5	2015	11257730	0.305221134652716	28.2439592442819	0.457860630952474	Lagos	south	South West
NG026	2015-02-02	0	5	2015	2379615	0.250598592111914	33.7610840861823	0.0301512041405671	Nasarawa	north	North Central
NG027	2015-02-02	0	5	2015	5263553.5	0.231756989466103	33.8466134823543	0.0127388036177105	Niger	north	North Central
NG028	2015-02-02	0	5	2015	5424620.5	0.349834646133164	30.0711061513403	0.361107653188961	Ogun	south	South West
NG029	2015-02-02	0	5	2015	4476386.5	0.37879948685151	28.9546856450454	0.318083460000003	Ondo	south	South West
NG030	2015-02-02	0	5	2015	4276987.5	0.378142211514392	28.6284667487695	0.231347896666611	Osun	south	South West
NG031	2015-02-02	0	5	2015	7242129.5	0.286790452043039	31.6979939990865	0.151525355357138	Oyo	south	South West
NG032	2015-02-02	0	5	2015	4009225	0.221406026773139	33.6790588794813	0.0120534171263366	Plateau	north	North Central
NG033	2015-02-02	0	5	2015	6878192.5	0.268082135138443	27.3755192868832	1.08733396166669	Rivers	south	South South
NG034	2015-02-02	0	5	2015	4848547	0.179840779869195	32.0592583750885	7.71629979819375e-05	Sokoto	north	North West
NG035	2015-02-02	0	5	2015	2780151	0.261928822825722	31.8073325034573	0.0308038304494001	Taraba	north	North East
NG036	2015-02-02	0	5	2015	3070456.5	0.17750624658518	32.3066026355131	0.00012184918718622	Yobe	north	North East
NG037	2015-02-02	0	5	2015	4147318	0.200748962666705	32.6408139170072	0.000314057699138102	Zamfara	north	North West
NG001	2015-02-09	0	6	2015	3619002.5	0.327841456869864	28.9472924553168	0.489827385714327	Abia	south	South East
NG002	2015-02-09	0	6	2015	4206017	0.213995554913044	34.0792182533173	0.00293304251529841	Adamawa	north	North East
NG003	2015-02-09	0	6	2015	5073303.5	0.324858822396817	27.4805023795425	0.708766396071441	Akwa Ibom	south	South South
NG004	2015-02-09	0	6	2015	5168095	0.261091293136772	29.9029094046932	0.269662205833271	Anambra	south	South East
NG005	2015-02-09	1	6	2015	6017208	0.197652515104097	32.2386888091707	0.00239033804574642	Bauchi	north	North East
NG006	2015-02-09	0	6	2015	2130557.75	0.301132733015113	26.1732794119586	1.07916972988085	Bayelsa	south	South South
NG007	2015-02-09	0	6	2015	5398249	0.247214800958479	32.1787810479526	0.0994775324999654	Benue	north	North Central
NG008	2015-02-09	0	6	2015	5518566	0.182165746614277	33.5882661956072	8.70137278483744e-05	Borno	north	North East
NG009	2015-02-09	0	6	2015	3442871.75	0.354401593416247	28.0835086362816	0.356484230000016	Cross River	south	South South
NG010	2015-02-09	0	6	2015	5253941	0.292858736890073	28.3778405323302	0.58251557294107	Delta	south	South South
NG011	2015-02-09	0	6	2015	2786724.25	0.27649448527584	30.974892301146	0.238439621071447	Ebonyi	south	South East
NG012	2015-02-09	0	6	2015	4184341.5	0.34105740337109	29.9748404110511	0.32131704723517	Edo	south	South South
NG013	2015-02-09	0	6	2015	3127244	0.342229625196561	29.0159057332123	0.225567806309534	Ekiti	south	South West
NG014	2015-02-09	0	6	2015	4063100.25	0.280963684733675	30.3875055654416	0.195137347142791	Enugu	south	South East
NG015	2015-02-09	0	6	2015	3041473.75	0.241298382992104	33.2740070929968	0.0223898157142747	Federal Capital Territory	north	North Central
NG016	2015-02-09	0	6	2015	2913124	0.199607564624661	33.346210285888	0.00127903813200871	Gombe	north	North East
NG017	2015-02-09	0	6	2015	5075200	0.328026758612965	28.9735787242773	0.417062430714208	Imo	south	South East
NG018	2015-02-09	0	6	2015	5275100.5	0.194494727948256	30.7850930715237	0.000299594948535188	Jigawa	north	North West
NG019	2015-02-09	0	6	2015	7864544.5	0.216198620987234	32.4883157657575	0.0068559364015403	Kaduna	north	North West
NG020	2015-02-09	0	6	2015	12285489	0.185226495963727	30.4876655572756	0.00153965967078448	Kano	north	North West
NG021	2015-02-09	0	6	2015	7379215	0.181508274279883	30.6065382389345	0.000513488302374149	Katsina	north	North West
NG022	2015-02-09	0	6	2015	4042022.25	0.194128515242621	33.1181856894529	0.000930038362400488	Kebbi	north	North West
NG023	2015-02-09	0	6	2015	4003104	0.269119939888409	30.8999230832089	0.106001975430348	Kogi	north	North Central
NG024	2015-02-09	0	6	2015	2938564.5	0.23948825543097	32.5367282240695	0.0681294439310359	Kwara	north	North Central
NG025	2015-02-09	0	6	2015	11257730	0.296599047280945	28.1748440508369	0.479406355595331	Lagos	south	South West
NG026	2015-02-09	0	6	2015	2379615	0.236625401822296	33.8727998929988	0.0230762931881862	Nasarawa	north	North Central
NG027	2015-02-09	0	6	2015	5263553.5	0.219795638768143	33.8742870953029	0.0110567313558057	Niger	north	North Central
NG028	2015-02-09	0	6	2015	5424620.5	0.328957012518026	30.192439395659	0.377689920801683	Ogun	south	South West
NG029	2015-02-09	0	6	2015	4476386.5	0.362962611497108	28.9657299982161	0.324419103452384	Ondo	south	South West
NG030	2015-02-09	0	6	2015	4276987.5	0.359311567619553	28.6438520002196	0.236263452499944	Osun	south	South West
NG031	2015-02-09	0	6	2015	7242129.5	0.26997457464791	31.8177509010286	0.150852203690471	Oyo	south	South West
NG032	2015-02-09	0	6	2015	4009225	0.212154341778288	33.6683247926645	0.00912253962633655	Plateau	north	North Central
NG033	2015-02-09	0	6	2015	6878192.5	0.258031168827766	27.3094864401723	0.891640535833352	Rivers	south	South South
NG034	2015-02-09	0	6	2015	4848547	0.175187382652614	31.718917830561	5.92014267142633e-05	Sokoto	north	North West
NG035	2015-02-09	0	6	2015	2780151	0.248334324995233	31.9335910394781	0.0238430986636858	Taraba	north	North East
NG036	2015-02-09	0	6	2015	3070456.5	0.17374801587345	31.979417775954	6.84276687674071e-05	Yobe	north	North East
NG037	2015-02-09	0	6	2015	4147318	0.193321571406573	32.4812541788432	0.000231454484852388	Zamfara	north	North West
NG001	2015-02-16	0	7	2015	3619002.5	0.312965361307766	29.1170920096218	0.524562384285756	Abia	south	South East
NG002	2015-02-16	0	7	2015	4206017	0.205966656516004	34.3323084299341	0.00319443541774401	Adamawa	north	North East
NG003	2015-02-16	0	7	2015	5073303.5	0.314879755433632	27.5561676511395	0.732044558452394	Akwa Ibom	south	South South
NG004	2015-02-16	0	7	2015	5168095	0.251030101849176	30.0305031733394	0.311375386071367	Anambra	south	South East
NG005	2015-02-16	0	7	2015	6017208	0.1918315762111	32.4807297736219	0.00335301479024452	Bauchi	north	North East
NG006	2015-02-16	0	7	2015	2130557.75	0.294732729555764	26.1257247330393	1.07823967428561	Bayelsa	south	South South
NG007	2015-02-16	0	7	2015	5398249	0.234230239004546	32.4987059343218	0.0970110977380606	Benue	north	North Central
NG008	2015-02-16	0	7	2015	5518566	0.178314627474024	33.761556190028	0.000112779995288255	Borno	north	North East
NG009	2015-02-16	0	7	2015	3442871.75	0.341983476507142	28.3629089524968	0.369331385528505	Cross River	south	South South
NG010	2015-02-16	0	7	2015	5253941	0.282106034312654	28.4217141003726	0.616112343655355	Delta	south	South South
NG011	2015-02-16	0	7	2015	2786724.25	0.263005982735445	31.217692599282	0.2638661359524	Ebonyi	south	South East
NG012	2015-02-16	0	7	2015	4184341.5	0.323790667670476	30.1750503922223	0.329381845261789	Edo	south	South South
NG013	2015-02-16	0	7	2015	3127244	0.325666363430096	29.1684705579979	0.227653471071438	Ekiti	south	South West
NG014	2015-02-16	0	7	2015	4063100.25	0.269379554376208	30.5821782482375	0.2099365241666	Enugu	south	South East
NG015	2015-02-16	0	7	2015	3041473.75	0.227210256727006	33.4895288957102	0.0243902267857032	Federal Capital Territory	north	North Central
NG016	2015-02-16	0	7	2015	2913124	0.1933026027483	33.5351385805566	0.00174688532767299	Gombe	north	North East
NG017	2015-02-16	0	7	2015	5075200	0.315312117831977	29.1019973450662	0.453633326904684	Imo	south	South East
NG018	2015-02-16	0	7	2015	5275100.5	0.189770597867444	31.0070651113442	0.000535509227118473	Jigawa	north	North West
NG019	2015-02-16	0	7	2015	7864544.5	0.208526302845987	32.7060099432462	0.00785283721986899	Kaduna	north	North West
NG020	2015-02-16	0	7	2015	12285489	0.179721131921891	30.7009717591338	0.0020190664700815	Kano	north	North West
NG021	2015-02-16	0	7	2015	7379215	0.176201853841811	30.8315298577352	0.000576266635707482	Katsina	north	North West
NG022	2015-02-16	0	7	2015	4042022.25	0.187824607793207	33.3660812517363	0.00123831353666394	Kebbi	north	North West
NG023	2015-02-16	0	7	2015	4003104	0.256337193396796	31.176107319714	0.0985629014285608	Kogi	north	North Central
NG024	2015-02-16	0	7	2015	2938564.5	0.227780038264956	32.8375969628272	0.0674227725024645	Kwara	north	North Central
NG025	2015-02-16	0	7	2015	11257730	0.289146595632313	28.1962889303111	0.532584007857236	Lagos	south	South West
NG026	2015-02-16	0	7	2015	2379615	0.224658140857883	34.0962187284385	0.0240668762834243	Nasarawa	north	North Central
NG027	2015-02-16	0	7	2015	5263553.5	0.209489913857478	34.1735085206297	0.0114220301653295	Niger	north	North Central
NG028	2015-02-16	0	7	2015	5424620.5	0.308563704764469	30.4918688866736	0.411965257349302	Ogun	south	South West
NG029	2015-02-16	0	7	2015	4476386.5	0.347934020460464	29.0920549842832	0.348540122380956	Ondo	south	South West
NG030	2015-02-16	0	7	2015	4276987.5	0.341606769286799	28.7737883370284	0.254767222976135	Osun	south	South West
NG031	2015-02-16	0	7	2015	7242129.5	0.254684942736008	32.1186359184428	0.161739155357138	Oyo	south	South West
NG032	2015-02-16	0	7	2015	4009225	0.204093462955101	33.9118892629067	0.0109489091501461	Plateau	north	North Central
NG033	2015-02-16	0	7	2015	6878192.5	0.249632347521088	27.3168495316637	0.9195687759524	Rivers	south	South South
NG034	2015-02-16	0	7	2015	4848547	0.170906309544774	31.9074650649602	5.73655867545014e-05	Sokoto	north	North West
NG035	2015-02-16	0	7	2015	2780151	0.236103797135858	32.2836576608839	0.0270783089017811	Taraba	north	North East
NG036	2015-02-16	0	7	2015	3070456.5	0.170371983082266	32.1464139429724	0.000105376600616626	Yobe	north	North East
NG037	2015-02-16	0	7	2015	4147318	0.186981105358519	32.7818472822873	0.000346584154820364	Zamfara	north	North West
NG001	2015-02-23	0	8	2015	3619002.5	0.300775825899833	29.1457912276123	0.680717199404804	Abia	south	South East
NG002	2015-02-23	0	8	2015	4206017	0.198591119667307	34.4374030509927	0.00342954992630853	Adamawa	north	North East
NG003	2015-02-23	0	8	2015	5073303.5	0.306844293358593	27.557908438481	0.89547871464287	Akwa Ibom	south	South South
NG004	2015-02-23	0	8	2015	5168095	0.242237851625818	30.0644146494577	0.388182531547557	Anambra	south	South East
NG005	2015-02-23	0	8	2015	6017208	0.186392646360867	32.5904258558763	0.00423234302764571	Bauchi	north	North East
NG006	2015-02-23	0	8	2015	2130557.75	0.290177565729297	26.0837458424675	1.2793454570237	Bayelsa	south	South South
NG007	2015-02-23	0	8	2015	5398249	0.223025688809456	32.6309834972482	0.11471126226187	Benue	north	North Central
NG008	2015-02-23	0	8	2015	5518566	0.17473064499839	33.804674582954	0.000171391373643295	Borno	north	North East
NG009	2015-02-23	0	8	2015	3442871.75	0.330739589201139	28.5327965819076	0.506321599899168	Cross River	south	South South
NG010	2015-02-23	0	8	2015	5253941	0.273553079252932	28.3931156428997	0.737835214726784	Delta	south	South South
NG011	2015-02-23	0	8	2015	2786724.25	0.251262107450009	31.2721362250082	0.356910321547638	Ebonyi	south	South East
NG012	2015-02-23	0	8	2015	4184341.5	0.30789886448349	30.2764357722187	0.419827737692819	Edo	south	South South
NG013	2015-02-23	0	8	2015	3127244	0.311100018978993	29.2518046555672	0.267155753214296	Ekiti	south	South West
NG014	2015-02-23	0	8	2015	4063100.25	0.260016142920951	30.600752014005	0.263909920238029	Enugu	south	South East
NG015	2015-02-23	0	8	2015	3041473.75	0.214861607040363	33.5914649591293	0.0282586220133282	Federal Capital Territory	north	North Central
